corpus,project,symbol,kind,predicted_color,predicted_reason,actual_status,root_blocker
c-testsuite,00133.c,c_main,function,green,admissible,ported,
c-testsuite,00134.c,c_main,function,green,admissible,ported,
c-testsuite,00135.c,c_main,function,green,admissible,ported,
c-testsuite,00136.c,a,global,green,admissible,ported,
c-testsuite,00136.c,b,global,green,admissible,ported,
c-testsuite,00136.c,c,global,green,admissible,ported,
c-testsuite,00136.c,c_main,function,green,admissible,ported,
c-testsuite,00136.c,d,global,green,admissible,ported,
c-testsuite,00136.c,e,global,green,admissible,ported,
c-testsuite,00136.c,e_,global,green,admissible,ported,
c-testsuite,00136.c,f,global,green,admissible,ported,
c-testsuite,00136.c,f_,global,green,admissible,ported,
c-testsuite,00137.c,c_main,function,green,admissible,ported,
c-testsuite,00138.c,c_main,function,green,admissible,ported,
c-testsuite,00139.c,c_main,function,green,admissible,ported,
c-testsuite,00140.c,c_main,function,green,admissible,ported,
c-testsuite,00140.c,f1,function,green,admissible,ported,
c-testsuite,00140.c,foo,record,green,admissible,ported,
c-testsuite,00141.c,c_main,function,green,admissible,ported,
c-testsuite,00142.c,c,global,green,admissible,ported,
c-testsuite,00142.c,c_main,function,green,admissible,ported,
c-testsuite,00143.c,c_main,function,green,admissible,ported,
c-testsuite,00144.c,c_main,function,green,admissible,ported,
c-testsuite,00145.c,c_main,function,green,admissible,ported,
c-testsuite,00146.c,S,record,green,admissible,ported,
c-testsuite,00146.c,c_main,function,green,admissible,ported,
c-testsuite,00146.c,s,global,green,admissible,ported,
c-testsuite,00147.c,arr,global,green,admissible,ported,
c-testsuite,00147.c,c_main,function,green,admissible,ported,
c-testsuite,00148.c,S,record,green,admissible,ported,
c-testsuite,00148.c,arr,global,green,admissible,ported,
c-testsuite,00148.c,c_main,function,green,admissible,ported,
c-testsuite,00149.c,S,record,green,admissible,ported,
c-testsuite,00149.c,c_main,function,green,admissible,ported,
c-testsuite,00149.c,s,global,green,admissible,missing,
c-testsuite,00150.c,S1,record,green,admissible,ported,
c-testsuite,00150.c,S2,record,green,admissible,ported,
c-testsuite,00150.c,c_main,function,green,admissible,ported,
c-testsuite,00150.c,gs1,global,green,admissible,ported,
c-testsuite,00150.c,s,global,green,admissible,missing,
c-testsuite,00151.c,arr,global,green,admissible,ported,
c-testsuite,00151.c,c_main,function,green,admissible,ported,
c-testsuite,00152.c,c_main,function,green,admissible,ported,
c-testsuite,00153.c,S,record,green,admissible,ported,
c-testsuite,00153.c,c_main,function,green,admissible,ported,
c-testsuite,00154.c,c_main,function,green,admissible,ported,
c-testsuite,00154.c,fred,record,green,admissible,ported,
c-testsuite,00155.c,c_main,function,green,admissible,ported,
c-testsuite,00156.c,c_main,function,green,admissible,ported,
c-testsuite,00157.c,c_main,function,green,admissible,ported,
c-testsuite,00158.c,c_main,function,green,admissible,ported,
c-testsuite,00159.c,c_main,function,green,admissible,ported,
c-testsuite,00159.c,myfunc,function,green,admissible,ported,
c-testsuite,00159.c,qfunc,function,green,admissible,ported,
c-testsuite,00159.c,vfunc,function,green,admissible,ported,
c-testsuite,00159.c,zfunc,function,green,admissible,ported,
c-testsuite,00160.c,c_main,function,green,admissible,ported,
c-testsuite,00161.c,c_main,function,green,admissible,ported,
c-testsuite,00162.c,c_main,function,green,admissible,ported,
c-testsuite,00162.c,foo,function,green,admissible,declared,
c-testsuite,00162.c,fooc,function,green,admissible,ported,
c-testsuite,00162.c,foor,function,green,admissible,declared,
c-testsuite,00162.c,foos,function,green,admissible,declared,
c-testsuite,00162.c,foov,function,green,admissible,declared,
c-testsuite,00162.c,foovm,function,green,admissible,declared,
c-testsuite,00163.c,bolshevic,global,green,admissible,ported,
c-testsuite,00163.c,c_main,function,green,admissible,ported,
c-testsuite,00163.c,ziggy,record,green,admissible,ported,
c-testsuite,00164.c,c_main,function,green,admissible,ported,
c-testsuite,00165.c,c_main,function,green,admissible,ported,
c-testsuite,00166.c,c_main,function,green,admissible,ported,
c-testsuite,00167.c,c_main,function,green,admissible,ported,
c-testsuite,00168.c,c_main,function,green,admissible,ported,
c-testsuite,00168.c,factorial,function,green,admissible,ported,
c-testsuite,00169.c,c_main,function,green,admissible,ported,
c-testsuite,00170.c,Epositive,enum,green,admissible,ported,
c-testsuite,00170.c,S2,record,green,admissible,ported,
c-testsuite,00170.c,Sforward_use,record,green,admissible,ported,
c-testsuite,00170.c,c_main,function,green,admissible,ported,
c-testsuite,00170.c,efoo,enum,green,admissible,ported,
c-testsuite,00170.c,fred,enum,green,admissible,ported,
c-testsuite,00170.c,it_real_fn,function,green,admissible,ported,
c-testsuite,00170.c,should_compile,function,green,admissible,ported,
c-testsuite,00170.c,tu0_deref_uintptr,function,green,admissible,ported,
c-testsuite,00171.c,c_main,function,green,admissible,ported,
c-testsuite,00172.c,c_main,function,green,admissible,ported,
c-testsuite,00173.c,c_main,function,green,admissible,ported,
c-testsuite,00174.c,c_main,function,green,admissible,ported,
c-testsuite,00175.c,c_main,function,green,admissible,ported,
c-testsuite,00175.c,charfunc,function,green,admissible,ported,
c-testsuite,00175.c,floatfunc,function,green,admissible,ported,
c-testsuite,00175.c,intfunc,function,green,admissible,ported,
c-testsuite,00176.c,array,global,green,admissible,ported,
c-testsuite,00176.c,c_main,function,green,admissible,ported,
c-testsuite,00176.c,partition,function,green,admissible,ported,
c-testsuite,00176.c,quicksort,function,green,admissible,ported,
c-testsuite,00176.c,swap,function,green,admissible,ported,
c-testsuite,00177.c,c_main,function,green,admissible,ported,
c-testsuite,00178.c,c_main,function,green,admissible,ported,
c-testsuite,00179.c,c_main,function,green,admissible,ported,
c-testsuite,00180.c,c_main,function,green,admissible,ported,
c-testsuite,00181.c,A,global,green,admissible,ported,
c-testsuite,00181.c,B,global,green,admissible,ported,
c-testsuite,00181.c,C,global,green,admissible,ported,
c-testsuite,00181.c,Hanoi,function,green,admissible,ported,
c-testsuite,00181.c,Move,function,green,admissible,ported,
c-testsuite,00181.c,PrintAll,function,green,admissible,ported,
c-testsuite,00181.c,c_main,function,green,admissible,ported,
c-testsuite,00182.c,botline,function,green,admissible,ported,
c-testsuite,00182.c,c_main,function,green,admissible,ported,
c-testsuite,00182.c,midline,function,green,admissible,ported,
c-testsuite,00182.c,print_led,function,green,admissible,ported,
c-testsuite,00182.c,topline,function,green,admissible,ported,
c-testsuite,00183.c,c_main,function,green,admissible,ported,
c-testsuite,00184.c,c_main,function,green,admissible,ported,
c-testsuite,00185.c,c_main,function,green,admissible,ported,
c-testsuite,00186.c,c_main,function,green,admissible,ported,
c-testsuite,00187.c,c_main,function,green,admissible,ported,
c-testsuite,00188.c,c_main,function,green,admissible,ported,
c-testsuite,00189.c,c_main,function,green,admissible,ported,
c-testsuite,00189.c,f,global,green,admissible,missing,
c-testsuite,00189.c,fprintfptr,global,green,admissible,missing,
c-testsuite,00189.c,fred,function,green,admissible,ported,
c-testsuite,00190.c,c_main,function,green,admissible,ported,
c-testsuite,00190.c,fred,function,green,admissible,ported,
c-testsuite,00191.c,c_main,function,green,admissible,ported,
c-testsuite,00192.c,c_main,function,green,admissible,ported,
c-testsuite,00193.c,c_main,function,green,admissible,ported,
c-testsuite,00193.c,fred,function,green,admissible,ported,
c-testsuite,00194.c,c_main,function,green,admissible,ported,
c-testsuite,00195.c,c_main,function,green,admissible,ported,
c-testsuite,00195.c,point,record,green,admissible,ported,
c-testsuite,00195.c,point_array,global,green,admissible,ported,
c-testsuite,00196.c,c_main,function,green,admissible,ported,
c-testsuite,00196.c,fred,function,green,admissible,ported,
c-testsuite,00196.c,joe,function,green,admissible,ported,
c-testsuite,00197.c,c_main,function,green,admissible,ported,
c-testsuite,00197.c,henry,function,green,admissible,ported,
c-testsuite,00197.c,tu0_fred,global,green,admissible,ported,
c-testsuite,00197.c,tu0_joe,global,green,admissible,ported,
c-testsuite,00198.c,c_main,function,green,admissible,ported,
c-testsuite,00198.c,fred,enum,green,admissible,ported,
c-testsuite,00199.c,c_main,function,green,admissible,ported,
c-testsuite,00199.c,fred,function,green,admissible,ported,
c-testsuite,00199.c,henry,function,green,admissible,ported,
c-testsuite,00199.c,joe,function,green,admissible,ported,
c-testsuite,00200.c,c_main,function,green,admissible,ported,
c-testsuite,00200.c,tu0_check,function,green,admissible,ported,
c-testsuite,00200.c,tu0_debug,global,green,admissible,ported,
c-testsuite,00200.c,tu0_nfailed,global,green,admissible,ported,
c-testsuite,00201.c,c_main,function,green,admissible,ported,
c-testsuite,00202.c,c_main,function,green,admissible,ported,
c-testsuite,00203.c,c_main,function,green,admissible,ported,
c-testsuite,00204.c,arg,function,green,admissible,ported,
c-testsuite,00204.c,c_main,function,green,admissible,ported,
c-testsuite,00204.c,fa1,function,green,admissible,ported,
c-testsuite,00204.c,fa2,function,green,admissible,ported,
c-testsuite,00204.c,fa3,function,green,admissible,ported,
c-testsuite,00204.c,fa4,function,green,admissible,ported,
c-testsuite,00204.c,fa_hfa11,function,green,admissible,ported,
c-testsuite,00204.c,fa_hfa12,function,green,admissible,ported,
c-testsuite,00204.c,fa_hfa13,function,green,admissible,ported,
c-testsuite,00204.c,fa_hfa14,function,green,admissible,ported,
c-testsuite,00204.c,fa_hfa21,function,green,admissible,ported,
c-testsuite,00204.c,fa_hfa22,function,green,admissible,ported,
c-testsuite,00204.c,fa_hfa23,function,green,admissible,ported,
c-testsuite,00204.c,fa_hfa24,function,green,admissible,ported,
c-testsuite,00204.c,fa_hfa31,function,green,admissible,ported,
c-testsuite,00204.c,fa_hfa32,function,green,admissible,ported,
c-testsuite,00204.c,fa_hfa33,function,green,admissible,ported,
c-testsuite,00204.c,fa_hfa34,function,green,admissible,ported,
c-testsuite,00204.c,fa_s1,function,green,admissible,ported,
c-testsuite,00204.c,fa_s10,function,green,admissible,ported,
c-testsuite,00204.c,fa_s11,function,green,admissible,ported,
c-testsuite,00204.c,fa_s12,function,green,admissible,ported,
c-testsuite,00204.c,fa_s13,function,green,admissible,ported,
c-testsuite,00204.c,fa_s14,function,green,admissible,ported,
c-testsuite,00204.c,fa_s15,function,green,admissible,ported,
c-testsuite,00204.c,fa_s16,function,green,admissible,ported,
c-testsuite,00204.c,fa_s17,function,green,admissible,ported,
c-testsuite,00204.c,fa_s2,function,green,admissible,ported,
c-testsuite,00204.c,fa_s3,function,green,admissible,ported,
c-testsuite,00204.c,fa_s4,function,green,admissible,ported,
c-testsuite,00204.c,fa_s5,function,green,admissible,ported,
c-testsuite,00204.c,fa_s6,function,green,admissible,ported,
c-testsuite,00204.c,fa_s7,function,green,admissible,ported,
c-testsuite,00204.c,fa_s8,function,green,admissible,ported,
c-testsuite,00204.c,fa_s9,function,green,admissible,ported,
c-testsuite,00204.c,fr_hfa11,function,green,admissible,ported,
c-testsuite,00204.c,fr_hfa12,function,green,admissible,ported,
c-testsuite,00204.c,fr_hfa13,function,green,admissible,ported,
c-testsuite,00204.c,fr_hfa14,function,green,admissible,ported,
c-testsuite,00204.c,fr_hfa21,function,green,admissible,ported,
c-testsuite,00204.c,fr_hfa22,function,green,admissible,ported,
c-testsuite,00204.c,fr_hfa23,function,green,admissible,ported,
c-testsuite,00204.c,fr_hfa24,function,green,admissible,ported,
c-testsuite,00204.c,fr_hfa31,function,green,admissible,ported,
c-testsuite,00204.c,fr_hfa32,function,green,admissible,ported,
c-testsuite,00204.c,fr_hfa33,function,green,admissible,ported,
c-testsuite,00204.c,fr_hfa34,function,green,admissible,ported,
c-testsuite,00204.c,fr_s1,function,green,admissible,ported,
c-testsuite,00204.c,fr_s10,function,green,admissible,ported,
c-testsuite,00204.c,fr_s11,function,green,admissible,ported,
c-testsuite,00204.c,fr_s12,function,green,admissible,ported,
c-testsuite,00204.c,fr_s13,function,green,admissible,ported,
c-testsuite,00204.c,fr_s14,function,green,admissible,ported,
c-testsuite,00204.c,fr_s15,function,green,admissible,ported,
c-testsuite,00204.c,fr_s16,function,green,admissible,ported,
c-testsuite,00204.c,fr_s17,function,green,admissible,ported,
c-testsuite,00204.c,fr_s2,function,green,admissible,ported,
c-testsuite,00204.c,fr_s3,function,green,admissible,ported,
c-testsuite,00204.c,fr_s4,function,green,admissible,ported,
c-testsuite,00204.c,fr_s5,function,green,admissible,ported,
c-testsuite,00204.c,fr_s6,function,green,admissible,ported,
c-testsuite,00204.c,fr_s7,function,green,admissible,ported,
c-testsuite,00204.c,fr_s8,function,green,admissible,ported,
c-testsuite,00204.c,fr_s9,function,green,admissible,ported,
c-testsuite,00204.c,hfa11,record,green,admissible,ported,
c-testsuite,00204.c,hfa12,record,green,admissible,ported,
c-testsuite,00204.c,hfa13,record,green,admissible,ported,
c-testsuite,00204.c,hfa14,record,green,admissible,ported,
c-testsuite,00204.c,hfa21,record,green,admissible,ported,
c-testsuite,00204.c,hfa22,record,green,admissible,ported,
c-testsuite,00204.c,hfa23,record,green,admissible,ported,
c-testsuite,00204.c,hfa24,record,green,admissible,ported,
c-testsuite,00204.c,hfa31,record,green,admissible,ported,
c-testsuite,00204.c,hfa32,record,green,admissible,ported,
c-testsuite,00204.c,hfa33,record,green,admissible,ported,
c-testsuite,00204.c,hfa34,record,green,admissible,ported,
c-testsuite,00204.c,match_,function,green,admissible,ported,
c-testsuite,00204.c,movi,function,green,admissible,ported,
c-testsuite,00204.c,myprintf,function,green,admissible,missing,
c-testsuite,00204.c,opi,function,green,admissible,ported,
c-testsuite,00204.c,pcs,function,green,admissible,ported,
c-testsuite,00204.c,pll,function,green,admissible,ported,
c-testsuite,00204.c,ret,function,green,admissible,ported,
c-testsuite,00204.c,s1,record,green,admissible,ported,
c-testsuite,00204.c,s10,record,green,admissible,ported,
c-testsuite,00204.c,s11,record,green,admissible,ported,
c-testsuite,00204.c,s12,record,green,admissible,ported,
c-testsuite,00204.c,s13,record,green,admissible,ported,
c-testsuite,00204.c,s14,record,green,admissible,ported,
c-testsuite,00204.c,s15,record,green,admissible,ported,
c-testsuite,00204.c,s16,record,green,admissible,ported,
c-testsuite,00204.c,s17,record,green,admissible,ported,
c-testsuite,00204.c,s2,record,green,admissible,ported,
c-testsuite,00204.c,s3,record,green,admissible,ported,
c-testsuite,00204.c,s4,record,green,admissible,ported,
c-testsuite,00204.c,s5,record,green,admissible,ported,
c-testsuite,00204.c,s6,record,green,admissible,ported,
c-testsuite,00204.c,s7,record,green,admissible,ported,
c-testsuite,00204.c,s8,record,green,admissible,ported,
c-testsuite,00204.c,s9,record,green,admissible,ported,
c-testsuite,00204.c,stdarg,function,green,admissible,ported,
c-testsuite,00204.c,tu0_addip0,function,green,admissible,ported,
c-testsuite,00204.c,tu0_addip123,function,green,admissible,ported,
c-testsuite,00204.c,tu0_addlm123,function,green,admissible,ported,
c-testsuite,00204.c,tu0_addp12345,function,green,admissible,ported,
c-testsuite,00204.c,tu0_and0xf0,function,green,admissible,ported,
c-testsuite,00204.c,tu0_andi0,function,green,admissible,ported,
c-testsuite,00204.c,tu0_andlm1,function,green,admissible,ported,
c-testsuite,00204.c,tu0_asri1,function,green,admissible,ported,
c-testsuite,00204.c,tu0_asri31,function,green,admissible,ported,
c-testsuite,00204.c,tu0_asrl0,function,green,admissible,ported,
c-testsuite,00204.c,tu0_asrl1,function,green,admissible,ported,
c-testsuite,00204.c,tu0_asrl63,function,green,admissible,ported,
c-testsuite,00204.c,tu0_eor0xf0,function,green,admissible,ported,
c-testsuite,00204.c,tu0_eori0,function,green,admissible,ported,
c-testsuite,00204.c,tu0_eorlm1,function,green,admissible,ported,
c-testsuite,00204.c,tu0_lsli0,function,green,admissible,ported,
c-testsuite,00204.c,tu0_lsli1,function,green,admissible,ported,
c-testsuite,00204.c,tu0_lsli31,function,green,admissible,ported,
c-testsuite,00204.c,tu0_lsll1,function,green,admissible,ported,
c-testsuite,00204.c,tu0_lsll63,function,green,admissible,ported,
c-testsuite,00204.c,tu0_lsri0,function,green,admissible,ported,
c-testsuite,00204.c,tu0_lsri1,function,green,admissible,ported,
c-testsuite,00204.c,tu0_lsri31,function,green,admissible,ported,
c-testsuite,00204.c,tu0_lsrl1,function,green,admissible,ported,
c-testsuite,00204.c,tu0_lsrl63,function,green,admissible,ported,
c-testsuite,00204.c,tu0_mvni,function,green,admissible,ported,
c-testsuite,00204.c,tu0_negl,function,green,admissible,ported,
c-testsuite,00204.c,tu0_orr0xf0,function,green,admissible,ported,
c-testsuite,00204.c,tu0_orrim1,function,green,admissible,ported,
c-testsuite,00204.c,tu0_orrl0,function,green,admissible,ported,
c-testsuite,00204.c,tu0_rsbi123,function,green,admissible,ported,
c-testsuite,00204.c,tu0_rsbl123,function,green,admissible,ported,
c-testsuite,00204.c,tu0_subim503808,function,green,admissible,ported,
c-testsuite,00204.c,tu0_sublp0,function,green,admissible,ported,
c-testsuite,00204.c,tu0_sublp4095,function,green,admissible,ported,
c-testsuite,00204.c,tu0_subp12345,function,green,admissible,ported,
c-testsuite,00205.c,PT,record,green,admissible,ported,
c-testsuite,00205.c,c_main,function,green,admissible,ported,
c-testsuite,00205.c,cases,global,green,admissible,ported,
c-testsuite,00206.c,c_main,function,green,admissible,ported,
c-testsuite,00207.c,c_main,function,green,admissible,ported,
c-testsuite,00207.c,f1,function,green,admissible,ported,
c-testsuite,00207.c,f2,function,green,admissible,ported,
c-testsuite,00207.c,f3,function,green,admissible,ported,
c-testsuite,00208.c,c_main,function,green,admissible,ported,
c-testsuite,00208.c,f1char,function,green,admissible,ported,
c-testsuite,00208.c,f1int,function,green,admissible,ported,
c-testsuite,00208.c,wchar,record,green,admissible,ported,
c-testsuite,00208.c,wint,record,green,admissible,ported,
c-testsuite,00209.c,c_main,function,green,admissible,ported,
c-testsuite,00209.c,e,global,green,admissible,missing,
c-testsuite,00209.c,e1,global,green,admissible,missing,
c-testsuite,00209.c,e2,global,green,admissible,missing,
c-testsuite,00209.c,f1,function,green,admissible,ported,
c-testsuite,00209.c,f2,function,green,admissible,ported,
c-testsuite,00209.c,f3,function,green,admissible,ported,
c-testsuite,00209.c,f4,function,green,admissible,ported,
c-testsuite,00209.c,f5,function,green,admissible,ported,
c-testsuite,00209.c,f8,function,green,admissible,declared,
c-testsuite,00209.c,s,global,green,admissible,missing,
c-testsuite,00209.c,s1,global,green,admissible,missing,
c-testsuite,00209.c,s2,global,green,admissible,missing,
c-testsuite,00210.c,Unaligned16a,record,green,admissible,ported,
c-testsuite,00210.c,Unaligned16b,record,green,admissible,ported,
c-testsuite,00210.c,actual_function,function,green,admissible,ported,
c-testsuite,00210.c,c_main,function,green,admissible,ported,
c-testsuite,00210.c,foo,function,green,admissible,ported,
c-testsuite,00210.c,printf,function,green,admissible,declared,
c-testsuite,00211.c,array,global,green,admissible,ported,
c-testsuite,00211.c,c_main,function,green,admissible,ported,
c-testsuite,00211.c,printf,function,green,admissible,declared,
c-testsuite,00212.c,c_main,function,green,admissible,ported,
c-testsuite,00213.c,c_main,function,green,admissible,ported,
c-testsuite,00213.c,printf,function,green,admissible,declared,
c-testsuite,00213.c,tu0_check,function,green,admissible,ported,
c-testsuite,00213.c,tu0_dowhile,function,green,admissible,ported,
c-testsuite,00213.c,tu0_foo,function,green,admissible,ported,
c-testsuite,00213.c,tu0_global,global,green,admissible,ported,
c-testsuite,00213.c,tu0_kb_wait_1,function,green,admissible,ported,
c-testsuite,00214.c,_brk_end,global,green,admissible,ported,
c-testsuite,00214.c,_brk_start,global,green,admissible,ported,
c-testsuite,00214.c,bla,function,green,admissible,ported,
c-testsuite,00214.c,c_main,function,green,admissible,ported,
c-testsuite,00214.c,chk,function,green,admissible,ported,
c-testsuite,00214.c,extend_brk,function,green,admissible,ported,
c-testsuite,00214.c,printf,function,green,admissible,declared,
c-testsuite,00214.c,tu0_get_args,function,green,admissible,ported,
c-testsuite,00215.c,c_main,function,green,admissible,ported,
c-testsuite,00215.c,printf,function,green,admissible,declared,
c-testsuite,00215.c,tu0_kb_wait_1,function,green,admissible,ported,
c-testsuite,00215.c,tu0_kb_wait_2,function,green,admissible,ported,
c-testsuite,00215.c,tu0_kb_wait_2_1,function,green,admissible,ported,
c-testsuite,00215.c,tu0_kb_wait_2_2,function,green,admissible,ported,
c-testsuite,00215.c,tu0_kb_wait_3,function,green,admissible,ported,
c-testsuite,00215.c,tu0_kb_wait_4,function,green,admissible,ported,
c-testsuite,00216.c,S,record,green,admissible,missing,
c-testsuite,00216.c,SEA,record,green,admissible,ported,
c-testsuite,00216.c,SEB,record,green,admissible,ported,
c-testsuite,00216.c,SEC,record,green,admissible,ported,
c-testsuite,00216.c,SED,record,green,admissible,ported,
c-testsuite,00216.c,SS,record,green,admissible,missing,
c-testsuite,00216.c,SU,record,green,admissible,missing,
c-testsuite,00216.c,T,record,green,admissible,missing,
c-testsuite,00216.c,U,record,green,admissible,missing,
c-testsuite,00216.c,UU,record,green,admissible,missing,
c-testsuite,00216.c,UV,record,green,admissible,missing,
c-testsuite,00216.c,V,record,green,admissible,missing,
c-testsuite,00216.c,W,record,green,admissible,missing,
c-testsuite,00216.c,Wrap,record,green,admissible,ported,
c-testsuite,00216.c,c_main,function,green,admissible,ported,
c-testsuite,00216.c,ce,global,green,admissible,ported,
c-testsuite,00216.c,contains_empty,record,green,admissible,missing,
c-testsuite,00216.c,empty_s,record,green,admissible,missing,
c-testsuite,00216.c,flowi6,record,green,admissible,missing,
c-testsuite,00216.c,foo,function,green,admissible,ported,
c-testsuite,00216.c,global,global,green,admissible,ported,
c-testsuite,00216.c,global_wrap,global,green,admissible,ported,
c-testsuite,00216.c,gs,global,green,admissible,ported,
c-testsuite,00216.c,gs2,global,green,admissible,ported,
c-testsuite,00216.c,gs3,global,green,admissible,ported,
c-testsuite,00216.c,gsu,global,green,admissible,ported,
c-testsuite,00216.c,gt,global,green,admissible,ported,
c-testsuite,00216.c,gu,global,green,admissible,ported,
c-testsuite,00216.c,gu2,global,green,admissible,ported,
c-testsuite,00216.c,gu3,global,green,admissible,ported,
c-testsuite,00216.c,gu4,global,green,admissible,ported,
c-testsuite,00216.c,guv,global,green,admissible,ported,
c-testsuite,00216.c,guv2,global,green,admissible,ported,
c-testsuite,00216.c,guv3,global,green,admissible,ported,
c-testsuite,00216.c,gv,global,green,admissible,ported,
c-testsuite,00216.c,gv2,global,green,admissible,ported,
c-testsuite,00216.c,gv3,global,green,admissible,ported,
c-testsuite,00216.c,gw,global,green,admissible,ported,
c-testsuite,00216.c,in6_addr,record,green,admissible,missing,
c-testsuite,00216.c,inc_global,function,green,admissible,ported,
c-testsuite,00216.c,phdr,global,green,admissible,ported,
c-testsuite,00216.c,pkthdr,record,green,admissible,missing,
c-testsuite,00216.c,print_,function,green,admissible,ported,
c-testsuite,00216.c,sinit16,global,green,admissible,ported,
c-testsuite,00216.c,sys_ni,function,green,admissible,ported,
c-testsuite,00216.c,sys_one,function,green,admissible,ported,
c-testsuite,00216.c,sys_three,function,green,admissible,ported,
c-testsuite,00216.c,sys_two,function,green,admissible,ported,
c-testsuite,00216.c,table,global,green,admissible,ported,
c-testsuite,00216.c,test_compound_with_relocs,function,green,admissible,ported,
c-testsuite,00216.c,test_multi_relocs,function,green,admissible,ported,
c-testsuite,00216.c,test_zero_init,function,green,admissible,ported,
c-testsuite,00216.c,tu0_test_correct_filling,function,green,admissible,ported,
c-testsuite,00217.c,c_main,function,green,admissible,ported,
c-testsuite,00217.c,printf,function,green,admissible,declared,
c-testsuite,00217.c,t,global,green,admissible,ported,
c-testsuite,00218.c,blah,function,green,admissible,ported,
c-testsuite,00218.c,c_main,function,green,admissible,ported,
c-testsuite,00218.c,c_tree_code,enum,green,admissible,ported,
c-testsuite,00218.c,convert_like_real,function,green,admissible,ported,
c-testsuite,00218.c,cplus_tree_code,enum,green,admissible,ported,
c-testsuite,00218.c,printf,function,green,admissible,declared,
c-testsuite,00218.c,tree_code,enum,green,admissible,ported,
c-testsuite,00218.c,tree_common,record,green,admissible,ported,
c-testsuite,00218.c,tree_node,record,green,admissible,ported,
c-testsuite,00219.c,a,global,green,admissible,ported,
c-testsuite,00219.c,a_f,function,green,admissible,ported,
c-testsuite,00219.c,b,record,green,admissible,ported,
c-testsuite,00219.c,b_f,function,green,admissible,ported,
c-testsuite,00219.c,c_main,function,green,admissible,ported,
c-testsuite,00219.c,foo,function,green,admissible,ported,
c-testsuite,00220.c,c_main,function,green,admissible,ported,
